gameData/Weapons/groundModels_weapons/100mm_d50_user_cannon.blk	100mm_br_412p	100 mm Br 412P	AP	8.53	1050	0	0.1	0
gameData/Weapons/groundModels_weapons/100mm_d10s_user_cannon.blk	100mm_br_412p	100 mm Br 412P	AP	8.53	1050	0	0.1	0
gameData/Weapons/groundModels_weapons/100mm_d10t_user_cannon.blk	100mm_br_412p	100 mm Br 412P	AP	8.53	1050	0	0.1	0
gameData/Weapons/groundModels_weapons/100mm_type59_user_cannon.blk	100mm_br_412p	100 mm Br 412P	AP	8.53	1050	0	0.1	0
gameData/Weapons/groundModels_weapons/100mm_lb1_user_cannon.blk	100mm_br_412p	100 mm Br 412P	AP	8.53	1050	0	0.1	0
gameData/Weapons/groundModels_weapons/105mm_ansaldo_105_25_user_cannon.blk	105mm_gr_perforante	105 mm Gr Perforante	AP	15.65	500	0.275	0.105	0
gameData/Weapons/groundModels_weapons/105mm_kwk46_user_cannon.blk	105mm_pzrg_40	105 mm Pzrg 40	AP	10.3	1150	0	0.105	0
gameData/Weapons/groundModels_weapons/105mm_kan_m44_user_cannon.blk	105mm_slpprj_m44	105 mm Slpprj M44	AP	11.67	475	0	0.105	0
gameData/Weapons/groundModels_weapons/105mm_t140e3_user_cannon.blk	105mm_t182e1	105 mm T182e1	AP	15.9	1067	0	0.105	0
gameData/Weapons/groundModels_weapons/105mm_t140_user_cannon.blk	105mm_t182e1	105 mm T182e1	AP	15.9	1067	0	0.105	0
gameData/Weapons/groundModels_weapons/105mm_t15e2_user_cannon.blk	105mm_t29e3	105 mm T29e3	AP	11.2	1128	0	0.105	0
gameData/Weapons/groundModels_weapons/105mm_t5e2_user_cannon.blk	105mm_t29e3	105 mm T29e3	AP	11.2	1128	0	0.105	0
gameData/Weapons/groundModels_weapons/120mm_m58_user_cannon.blk	120mm_m358	120 mm M358	AP	23.1	1067	0	0.12	0
gameData/Weapons/groundModels_weapons/120mm_sa_46_surbaisse_user_cannon.blk	120mm_obus_de_rupture	120 mm Obus De Rupture	AP	23.1	1067	0	0.12	0
gameData/Weapons/groundModels_weapons/120mm_sa_46_user_cannon.blk	120mm_obus_de_rupture	120 mm Obus De Rupture	AP	23.1	1067	0	0.12	0
gameData/Weapons/groundModels_weapons/120mm_t53_user_cannon.blk	120mm_t17e1	120 mm T17e1	AP	16.3	1082	0	0.12	0
gameData/Weapons/groundModels_weapons/128mm_k40_user_cannon.blk	128mm_pzrg_39_43	128 mm Pzrg 39 43	AP	26.35	880	0.55	0.128	0
gameData/Weapons/groundModels_weapons/128mm_pak44_user_cannon.blk	128mm_pzrg_39_43	128 mm Pzrg 39 43	AP	26.35	930	0.55	0.128	0
gameData/Weapons/groundModels_weapons/128mm_kwk44_user_cannon.blk	128mm_pzrg_39_43	128 mm Pzrg 39 43	AP	26.35	930	0.55	0.128	0
gameData/Weapons/groundModels_weapons/13_2mm_breda_mod31_user_machinegun.blk	13mm_p	13 mm P	AP	0.052	800	0	0.0132	0
gameData/Weapons/groundModels_weapons/13_2mm_hotchkiss_mle_1930_user_machinegun.blk	13mm_p	13 mm P	AP	0.052	800	0	0.0132	0
gameData/Weapons/groundModels_weapons/13_2mm_hotchkiss_mle_1930_user_machinegun.blk	13mm_tp	13 mm Tp	AP	0.052	800	0	0.0132	0
gameData/Weapons/groundModels_weapons/13_2mm_breda_mod31_user_machinegun.blk	13mm_tp	13 mm Tp	AP	0.052	800	0	0.0132	0
gameData/Weapons/groundModels_weapons/14_5mm_kpvt_btr_152_user_machinegun.blk	14mm_api	14 mm Api	AP	0.064	990	0	0.0145	0
gameData/Weapons/groundModels_weapons/14_5mm_kpvt_user_machinegun.blk	14mm_api_c	14 mm Api C	AP	0.065	1000	0	0.0145	0
gameData/Weapons/groundModels_weapons/14_5mm_kpvt_btr_152_user_machinegun.blk	14mm_api_c	14 mm Api C	AP	0.065	1000	0	0.0145	0
gameData/Weapons/groundModels_weapons/14_5mm_qjg02_user_machinegun.blk	14mm_api_c	14 mm Api C	AP	0.065	1000	0	0.0145	0
gameData/Weapons/groundModels_weapons/14_5mm_kpvt_user_machinegun.blk	14mm_apit	14 mm Apit	AP	0.0596	1000	0	0.0145	0
gameData/Weapons/groundModels_weapons/14_5mm_kpvt_btr_152_user_machinegun.blk	14mm_apit	14 mm Apit	AP	0.0596	1000	0	0.0145	0
gameData/Weapons/groundModels_weapons/14_5mm_qjg02_user_machinegun.blk	14mm_apit	14 mm Apit	AP	0.0596	1000	0	0.0145	0
gameData/Weapons/groundModels_weapons/15mm_mg151_mid_drilling_user_cannon.blk	15mm_h_pzgr	15 mm H Pzgr	AP	0.052	1030	0	0.015	0
gameData/Weapons/groundModels_weapons/15mm_mg151_out_drilling_user_cannon.blk	15mm_h_pzgr	15 mm H Pzgr	AP	0.052	1030	0	0.015	0
gameData/Weapons/groundModels_weapons/15mm_mg151_out_drilling_user_cannon.blk	15mm_pzbrgr	15 mm Pzbrgr	AP	0.059	960	0	0.015	0
gameData/Weapons/groundModels_weapons/15mm_mg151_mid_drilling_user_cannon.blk	15mm_pzbrgr	15 mm Pzbrgr	AP	0.059	960	0	0.015	0
gameData/Weapons/groundModels_weapons/15mm_mg151_user_cannon.blk	15mm_pzgr	15 mm Pzgr	AP	0.072	850	0	0.015	0
gameData/Weapons/groundModels_weapons/15mm_mg151_mid_drilling_user_cannon.blk	15mm_pzgr	15 mm Pzgr	AP	0.072	850	0	0.015	0
gameData/Weapons/groundModels_weapons/15mm_mg151_out_drilling_user_cannon.blk	15mm_pzgr	15 mm Pzgr	AP	0.072	850	0	0.015	0
gameData/Weapons/groundModels_weapons/155mm_t7_user_cannon.blk	155mm_m112b1	155 mm M112b1	AP	45.36	670	0.653	0.155	0
gameData/Weapons/groundModels_weapons/20mm_gai_co1_md_user_cannon.blk	20mm_ap_md	20 mm Ap Md	AP	0.111	1000	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_luchs_a2_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_rh_202_marder_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_m_693_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_rh_202_6616_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_m_693_marder_clovis_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_m693_amx_10_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_mk_20_1_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_rh_202_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_rh_202_wiesel_user_cannon.blk	20mm_dm43	20 mm Dm43	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_m168_user_cannon.blk	20mm_m52a1	20 mm M52A1	AP	0.09962	1030	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_m168_user_cannon.blk	20mm_m53	20 mm M53	AP	0.09962	1030	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_m139_user_cannon.blk	20mm_m601	20 mm M601	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_oerlikon_204gk_user_cannon.blk	20mm_m601	20 mm M601	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_gi_2_user_cannon.blk	20mm_m601	20 mm M601	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_gai_co1_user_cannon.blk	20mm_m601	20 mm M601	AP	0.111	1100	0	0.02	0
gameData/Weapons/groundModels_weapons/20mm_oerlikon_kad_b17_user_cannon.blk	20mm_m601	20 mm M601	AP	0.111	1100	0	0.02	0
