gamedata/weapons/rocketguns/130mm_9m120_rocket_launcher.blk	130mm 9m120 rocket launcher	rocket
gamedata/weapons/rocketguns/178mm_agm114f_rocket_launcher.blk	178mm agm114f rocket launcher	rocket
gamedata/weapons/rocketguns/ar_aspid_1057.blk	ar aspid 1057	rocket
gamedata/weapons/rocketguns/ar_pampero.blk	ar pampero	rocket
gamedata/weapons/rocketguns/ar_pescador.blk	ar pescador	rocket
gamedata/weapons/rocketguns/atam_mistral.blk	atam mistral	rocket
gamedata/weapons/rocketguns/atam_mistral_a129.blk	atam mistral a129	rocket
gamedata/weapons/rocketguns/br_maa_1.blk	br maa 1	rocket
gamedata/weapons/rocketguns/br_maa_1_default.blk	br maa 1 default	rocket
gamedata/weapons/rocketguns/br_skyfire_70_he_m2.blk	br skyfire 70 he m2	rocket
gamedata/weapons/rocketguns/ch_kd_88_missile_ir.blk	ch kd 88 missile ir	rocket
gamedata/weapons/rocketguns/ch_kd_88_missile_tv.blk	ch kd 88 missile tv	rocket
gamedata/weapons/rocketguns/ch_yj_83k_missile.blk	ch yj 83k missile	rocket
gamedata/weapons/rocketguns/chaff_bullet.blk	chaff bullet	rocket
gamedata/weapons/rocketguns/chaff_bullet_add_pod.blk	chaff bullet add pod	rocket
gamedata/weapons/rocketguns/chaff_bullet_bol.blk	chaff bullet bol	rocket
gamedata/weapons/rocketguns/chaff_bullet_jet.blk	chaff bullet jet	rocket
gamedata/weapons/rocketguns/chaff_bullet_large.blk	chaff bullet large	rocket
gamedata/weapons/rocketguns/chaff_bullet_large_add_pod.blk	chaff bullet large add pod	rocket
gamedata/weapons/rocketguns/chaff_bullet_large_maw.blk	chaff bullet large maw	rocket
gamedata/weapons/rocketguns/chaff_bullet_maw.blk	chaff bullet maw	rocket
gamedata/weapons/rocketguns/chaff_bullet_pids.blk	chaff bullet pids	rocket
gamedata/weapons/rocketguns/chaff_bullet_prl_23.blk	chaff bullet prl 23	rocket
gamedata/weapons/rocketguns/chaff_launcher.blk	chaff launcher	rocket
gamedata/weapons/rocketguns/chaff_launcher_jet.blk	chaff launcher jet	rocket
gamedata/weapons/rocketguns/cn_akd_10.blk	cn akd 10	rocket
gamedata/weapons/rocketguns/cn_akd_9.blk	cn akd 9	rocket
gamedata/weapons/rocketguns/cn_akd_9_default.blk	cn akd 9 default	rocket
gamedata/weapons/rocketguns/cn_ba_11.blk	cn ba 11	rocket
gamedata/weapons/rocketguns/cn_ba_7.blk	cn ba 7	rocket
gamedata/weapons/rocketguns/cn_ba_9.blk	cn ba 9	rocket
gamedata/weapons/rocketguns/cn_cm_102.blk	cn cm 102	rocket
gamedata/weapons/rocketguns/cn_cm_502kg_he.blk	cn cm 502kg he	rocket
gamedata/weapons/rocketguns/cn_cm_502kg_he_rail.blk	cn cm 502kg he rail	rocket
gamedata/weapons/rocketguns/cn_fire_snake_70a.blk	cn fire snake 70a	rocket
gamedata/weapons/rocketguns/cn_fire_snake_90a_brm1.blk	cn fire snake 90a brm1	rocket
gamedata/weapons/rocketguns/cn_fs_70.blk	cn fs 70	rocket
gamedata/weapons/rocketguns/cn_hf5_rocket.blk	cn hf5 rocket	rocket
gamedata/weapons/rocketguns/cn_hj_8a.blk	cn hj 8a	rocket
gamedata/weapons/rocketguns/cn_hj_8c.blk	cn hj 8c	rocket
gamedata/weapons/rocketguns/cn_hj_8e.blk	cn hj 8e	rocket
gamedata/weapons/rocketguns/cn_hj_8e_default.blk	cn hj 8e default	rocket
gamedata/weapons/rocketguns/cn_hj_8h.blk	cn hj 8h	rocket
gamedata/weapons/rocketguns/cn_hj_8l.blk	cn hj 8l	rocket
gamedata/weapons/rocketguns/cn_hj_9.blk	cn hj 9	rocket
gamedata/weapons/rocketguns/cn_ld10.blk	cn ld10	rocket
gamedata/weapons/rocketguns/cn_pf10.blk	cn pf10	rocket
gamedata/weapons/rocketguns/cn_pl11.blk	cn pl11	rocket
gamedata/weapons/rocketguns/cn_pl12.blk	cn pl12	rocket
gamedata/weapons/rocketguns/cn_pl12_default.blk	cn pl12 default	rocket
gamedata/weapons/rocketguns/cn_pl12a.blk	cn pl12a	rocket
gamedata/weapons/rocketguns/cn_pl12a_default.blk	cn pl12a default	rocket
gamedata/weapons/rocketguns/cn_pl15.blk	cn pl15	rocket
gamedata/weapons/rocketguns/cn_pl15_default.blk	cn pl15 default	rocket
gamedata/weapons/rocketguns/cn_pl8b.blk	cn pl8b	rocket
gamedata/weapons/rocketguns/cn_pl8b_default.blk	cn pl8b default	rocket
gamedata/weapons/rocketguns/cn_sd10a.blk	cn sd10a	rocket
gamedata/weapons/rocketguns/cn_sd10a_default.blk	cn sd10a default	rocket
gamedata/weapons/rocketguns/cn_ty_90.blk	cn ty 90	rocket
gamedata/weapons/rocketguns/cn_type130_ap.blk	cn type130 ap	rocket
gamedata/weapons/rocketguns/cn_type130_he.blk	cn type130 he	rocket
gamedata/weapons/rocketguns/cn_type90_he.blk	cn type90 he	rocket
gamedata/weapons/rocketguns/cn_type90_heat.blk	cn type90 heat	rocket
gamedata/weapons/rocketguns/cn_yj_81k.blk	cn yj 81k	rocket
gamedata/weapons/rocketguns/cn_yj91_l_111.blk	cn yj91 l 111	rocket
gamedata/weapons/rocketguns/cn_yj91_l_112.blk	cn yj91 l 112	rocket
gamedata/weapons/rocketguns/cn_yj91_l_113.blk	cn yj91 l 113	rocket
gamedata/weapons/rocketguns/cn_yj91a.blk	cn yj91a	rocket
gamedata/weapons/rocketguns/cn_yj91as.blk	cn yj91as	rocket
gamedata/weapons/rocketguns/countermeasure_chaff_only.blk	countermeasure chaff only	rocket
gamedata/weapons/rocketguns/countermeasure_chaff_only_large.blk	countermeasure chaff only large	rocket
gamedata/weapons/rocketguns/countermeasure_chaff_only_large_a32a.blk	countermeasure chaff only large a32a	rocket
gamedata/weapons/rocketguns/countermeasure_large_split_launcher_jet.blk	countermeasure large split launcher jet	rocket
gamedata/weapons/rocketguns/countermeasure_large_split_launcher_jet_maw.blk	countermeasure large split launcher jet maw	rocket
gamedata/weapons/rocketguns/countermeasure_large_split_launcher_jet_with_chaff.blk	countermeasure large split launcher jet with chaff	rocket
gamedata/weapons/rocketguns/countermeasure_split_large_launcher_jet_add_pod.blk	countermeasure split large launcher jet add pod	rocket
gamedata/weapons/rocketguns/countermeasure_split_large_launcher_jet_maw.blk	countermeasure split large launcher jet maw	rocket
gamedata/weapons/rocketguns/countermeasure_split_launcher_am_23.blk	countermeasure split launcher am 23	rocket
gamedata/weapons/rocketguns/countermeasure_split_launcher_fn_hmp400_lcc.blk	countermeasure split launcher fn hmp400 lcc	rocket
gamedata/weapons/rocketguns/countermeasure_split_launcher_jet.blk	countermeasure split launcher jet	rocket
gamedata/weapons/rocketguns/countermeasure_split_launcher_jet_add_pod.blk	countermeasure split launcher jet add pod	rocket
