a_109_eoa2	1	1	8	0	ffar_extra
a_109_eoa2	2	3	7	0	ffar_extra
a_109_eoa2	3	4	5	0	ffar_extra
a_109_eoa2	4	2	4	0	ffar_extra
a_10a_early	1	1	11	0	us_aim9l_sidewinder_lm_default
a_10a_early	2	3	10	0	us_hydra_70_m247
a_10a_early	3	5	9	0	us_hydra_70_m247
a_10a_early	4	7	8	0	us_hydra_70_m247
a_10a_early	5	9	7	0	us_500lb_mk_82_ldgp
a_10a_early	7	10	5	0	us_500lb_mk_82_ldgp
a_10a_early	8	8	4	0	us_hydra_70_m247
a_10a_early	9	6	3	0	us_hydra_70_m247
a_10a_early	10	4	2	0	us_hydra_70_m247
a_10a_early	11	2	1	0	us_aim9l_sidewinder_rm_default
a_10a_late	1	1	11	0	us_aim9l_sidewinder_lm_default
a_10a_late	2	3	10	0	us_hydra_70_m247
a_10a_late	3	5	9	0	us_hydra_70_m247
a_10a_late	4	7	8	0	us_hydra_70_m247
a_10a_late	5	9	7	0	us_500lb_mk_82_ldgp
a_10a_late	7	10	5	0	us_500lb_mk_82_ldgp
a_10a_late	8	8	4	0	us_hydra_70_m247
a_10a_late	9	6	3	0	us_hydra_70_m247
a_10a_late	10	4	2	0	us_hydra_70_m247
a_10a_late	11	2	1	0	us_aim9l_sidewinder_rm_default
a_10c	1	1	11	0	aim9l_default_slot1
a_10c	2	3	10	0	hydra_70_x1_slot2
a_10c	3	5	9	0	hydra_70_x1_slot3
a_10c	4	7	8	0	hydra_70_x1_slot4
a_10c	5	9	7	0	500lbs_slot5
a_10c	7	10	5	0	500lbs_slot7
a_10c	8	8	4	0	hydra_70_x1_slot8
a_10c	9	6	3	0	hydra_70_x1_slot9
a_10c	10	4	2	0	hydra_70_x1_slot10
a_10c	11	2	1	0	aim9l_default_slot11
a_129_a	1	1	8	0	hl_7_70
a_129_a	2	3	7	0	hl_7_70
a_129_a	3	4	5	0	hl_7_70
a_129_a	4	2	4	0	hl_7_70
a_129_cbt	1	1	8	0	hl_7_70
a_129_cbt	2	3	7	0	hl_7_70
a_129_cbt	3	4	5	0	hl_7_70
a_129_cbt	4	2	4	0	hl_7_70
a_129_d	1	1	8	0	hl_7_70
a_129_d	2	3	7	0	hl_7_70
a_129_d	3	4	5	0	hl_7_70
a_129_d	4	2	4	0	hl_7_70
a_20g_30_ussr	1	1	9	0	fab_50
a_20g_30_ussr	2	3	8	0	fab_50
a_20g_30_ussr	3	5	7	0	fab_250_fuse
a_20g_30_ussr	4	7	6	0	fab_50_x4
a_20g_30_ussr	5	6	5	0	fab_250_fuse
a_20g_30_ussr	6	4	4	0	fab_50
a_20g_30_ussr	7	2	3	0	fab_50
a_29_hudson	0	0	0	0	a_29_hudson_bombs
a_4b	1	1	7	0	aim9b
a_4b	2	3	6	0	ffar
a_4b	3	2	5	0	aim9b
a_4e_early	1	1	9	0	ffar_x1
a_4e_early	2	3	8	0	aim9b
a_4e_early	3	5	6	0	ffar_central
a_4e_early	4	4	4	0	aim9b
a_4e_early	5	2	3	0	ffar_x1
a_4e_early_iaf	1	1	9	0	aim9b
a_4e_early_iaf	2	3	8	0	ffar_left_x2
a_4e_early_iaf	3	5	6	0	ffar_central
a_4e_early_iaf	4	4	4	0	ffar_right_x2
a_4e_early_iaf	5	2	3	0	aim9b
a_4e_late_iaf	1	1	9	0	aim9b
a_4e_late_iaf	2	3	8	0	ffar_left_x2
a_4e_late_iaf	3	5	6	0	ffar_central
a_4e_late_iaf	4	4	4	0	ffar_right_x2
a_4e_late_iaf	5	2	3	0	aim9b
a_4h	1	1	9	0	ffar_x1
a_4h	2	3	8	0	ffar_left_x2
a_4h	3	5	6	0	ffar_central
a_4h	4	4	4	0	ffar_right_x2
a_4h	5	2	3	0	ffar_x1
a_4n	1	1	9	0	shafrir2_default
a_4n	2	3	8	0	shafrir2
a_4n	3	5	6	0	ffar_central
a_4n	4	4	4	0	shafrir2
a_4n	5	2	3	0	shafrir2_default
a_5c	1	1	9	0	r550_magic
a_5c	2	3	8	0	hf7_pylon
a_5c	3	5	7	0	hf7
a_5c	4	7	6	0	gp250_x4
a_5c	5	6	5	0	hf7
a_5c	6	4	4	0	hf7_pylon
a_5c	7	1	3	0	r550_magic
a_6e_tram	1	3	8	0	us_aim_9g
a_6e_tram	2	5	7	0	us_aim_9g
a_6e_tram	3	7	6	0	us_gbu_12_slot3
a_6e_tram	4	6	5	0	us_aim_9g
a_6e_tram	5	4	4	0	us_aim_9g
a_7d	1	1	10	0	lau_3a
a_7d	2	3	9	0	lau_3a
a_7d	3	5	8	0	lau_3a
a_7d	4	7	7	0	aim_9e
a_7d	5	8	5	0	aim_9e
a_7d	6	6	4	0	lau_3a
a_7d	7	4	3	0	lau_3a
a_7d	8	2	2	0	lau_3a
a_7e	1	1	10	0	lau_3a_slot1
a_7e	2	3	9	0	lau_3a_slot2
a_7e	3	5	8	0	lau_3a_slot3
a_7e	4	7	7	0	aim_9d
a_7e	5	8	5	0	aim_9d
a_7e	6	6	4	0	lau_3a_slot6
a_7e	7	4	3	0	lau_3a_slot7
a_7e	8	2	2	0	lau_3a_slot8
a_7e_thailand	1	1	10	0	lau_3a_slot1
a_7e_thailand	2	3	9	0	lau_3a_slot2
a_7e_thailand	3	5	8	0	lau_3a_slot3
a_7e_thailand	4	7	7	0	aim_9d
a_7e_thailand	5	8	5	0	aim_9d
a_7e_thailand	6	6	4	0	lau_3a_slot6
a_7e_thailand	7	4	3	0	lau_3a_slot7
a_7e_thailand	8	2	2	0	lau_3a_slot8
a_7k	1	1	10	0	lau_3a
a_7k	2	3	9	0	lau_3a
a_7k	3	5	8	0	lau_3a
a_7k	4	7	7	0	aim_9j
a_7k	5	8	5	0	aim_9j
a_7k	6	6	4	0	lau_3a
a_7k	7	4	3	0	lau_3a
a_7k	8	2	2	0	lau_3a
a-20g	0	0	0	0	A-20G_500lb
a-26b	1	2	9	0	hvar_x7_left
a-26b	2	15	8	0	100lbs_wing_left_out
a-26b	3	17	7	0	100lbs_wing_left_in
a-26b	4	19	6	0	100lbs_int
a-26b	5	18	5	0	100lbs_wing_right_in
a-26b	6	16	4	0	100lbs_wing_right_out
a-26b	7	2	3	0	hvar_x7_right
a-26b_10	1	2	9	0	hvar_x7_left
a-26b_10	2	15	8	0	100lbs_wing_left_out
a-26b_10	3	17	7	0	100lbs_wing_left_in
a-26b_10	4	19	6	0	100lbs_int
a-26b_10	5	18	5	0	100lbs_wing_right_in
a-26b_10	6	16	4	0	100lbs_wing_right_out
a-26b_10	7	2	3	0	hvar_x7_right
a-26c	0	0	0	0	a_26c_20x100lbs
a-26c-45-dt	0	0	0	0	a_26c_5in_rockets
a2d	1	1	14	0	hvar_slot1
