ir_tracker_tgp	Auto tracker		track	15000	radar	lock,track			1					92	0	0	amx,amx_a_1a_brazil,a_6e_tram
ir_tracker	Auto tracker		track	15000	radar	lock,track			1					57	0	0	ahs,ah_1w,ah_1w_china
us_an_apg_30	AN/APG-30	8	track	2750	radar	lock,track								43	0	0	f-100a_china,f-100d,f-100d_france
su_spo_150_esm	SPO-150 ESM	2	track	250000	radar	tws,lock,track				1		1		16	0	0	mig_29kr_9_41r,mig_29m_9_15,mig_29smt_9_19
su_srd-5	SRD-5	8	track	7000	radar	lock,track							1	16	0	0	j_7_mk2,mig-21_f13,su-7b
uk_ari_23274_ids	ARI 23274	9	search+track	150000	radar	search,lock,track							1	15	0	0	tornado_gr1,tornado_gr4,tornado_ids_de_assta1
us_an_apg_66_v_3	AN/APG-66	8	search+track	150000	radar	searchModes,search,bvrLock,track,illumination,acmLock,tws,gtmTrack,main	6				1	1	1	12	0	0	f_16am_block_15_mlu_belgium,f_16a_block_15_adf,f_16a_block_15_adf_britain_killstreak
su_sapphire_21	Sapphire-21	9	search+track	30000	radar	search,lock,track								12	0	0	mig-21_bis,mig-21_bis_event,mig-21_bis_lazur
tv_tracker_tgp	Auto tracker		track	15000	radar	lock,track			1					11	0	0	buccaneer_s2b,f-4e_kurnass_2000,mig_27k
cn_rwr_esm	ESM	2	track	250000	radar	tws,lock,track				1		1		10	0	0	jf_17,jh_7a,jh_7a2
us_harm_c_esm	AGM-88 HAS	4	track	250000	radar	tws,lock,track				1		1		10	0	0	ef_2000a,ef_2000a_aesa,ef_2000_aesa
us_harm_a_esm	AGM-88 HAS	4	track	250000	radar	tws,lock,track				1		1		9	0	0	fa_18a,fa_18a_hug_2_raaf,fa_18a_raaf
ir_tracker_360	Auto tracker	-1	track	15000	radar	lock,track			1					9	0	0	ah_6m,dji_mavic_2,oh_58d
us_an_apq_120	AN/APQ-120	8	search+track	120000	radar	search,lock,track,illumination					1		1	8	0	0	f-4e,f-4ej,f-4ej_adtw
sw_ps_05a	PS-05	8	search+track	150000	radar	searchModes,search,bvrLock,velocityLock,track,illumination,acmLock,tws,helmetDesignation,main	4				1	1	1	7	0	0	saab_jas39a,saab_jas39c,saab_jas39c_hungary
us_nasarr	NASARR	8	search+track	40000	radar	search,lock,track,illumination					1		1	7	0	0	f-104g,f-104g_belgium,f-104g_china
il_el_m_2001b	ELTA EL/M-2001B	8	track	10000	radar	lock,track								6	0	0	amx,amx_a_1a_brazil,kfir_c2
us_an_apg_78	AN/APG-78	10	search	10000	radar	mode,search								6	0	0	ah_64d,ah_64d_i_saraph,ah_64d_japan
fr_as37_armat_esm	AS-37 ARMAT ESM	2	track	250000	radar	tws,lock,track				1		1		5	0	0	mirage_2000c_s4,mirage_2000c_s5,mirage_2000d_r1
us_an_asq_213_esm	AN/ASQ-213	2	track	250000	radar	tws,lock,track				1		1		5	0	0	f_16a_block_72v_china,f_16c_block_40_barak_2,f_16c_block_50
us_an_apg_73_hms	AN/APG-65	8	search+track	210000	radar	searchModes,search,bvrLock,velocityLock,track,illumination,acmLock,tws,gtmTrack,helmetDesignation,main	4				1	1	1	5	0	0	fa_18a_hug_2_raaf,fa_18c_late,fa_18c_late_switzerland
su_n_010m	N010	8	search+track	150000	radar	sensorTypes,search,illumination,lock,radarSearchModes,irstSearchModes,tws,radarBvrLock,radarBvrTrack,irstTrack,radarAcmHmdTrack,helmetDesignation,gtmTrack,main	4	1			1	1	1	5	0	0	mig_29kr_9_41r,mig_29m_9_15,mig_29smt_9_19
us_an_apg_66	AN/APG-66	8	search+track	130000	radar	searchModes,search,bvrLock,track,acmLock,main							1	5	0	0	f_16a_block_10,f_16a_block_10_iaf,f_16a_block_10_netz_mod
su_n_019e	N019	8	search+track	85000	radar	sensorTypes,search,illumination,lock,radarSearchModes,irstSearchModes,tws,radarBvrLock,radarBvrTrack,irstTrack,radarAcmHmdTrack,helmetDesignation,main	1	1			1	1	1	5	0	0	mig_29_9_12,mig_29_9_12b_hungary,mig_29_9_12g
us_an_apq_169	AN/APQ-159	8	search+track	75000	radar	search,lock,track							1	5	0	0	f_111c_raaf,f_111f,f_111f_iaf_killstreak
us_an_aps_21	AN/APS-21	8	search	45000	radar	search								5	0	0	f-86k_late,f-86k_late_german,f-86k_late_italy
cn_jl_10a	JL-10A	8	search+track	150000	radar	searchModes,search,bvrLock,velocityLock,track,illumination,acmLock,tws,gtmTrack,main	4				1	1	1	4	0	0	jh_7,jh_7a,jh_7a_killstreak
sw_ps-46a	PS-37	8	search+track	150000	radar	searchModes,search,bvrLock,track,illumination,acmLock,tws,main	4				1	1	1	4	0	0	saab_ja37,saab_ja37d,saab_ja37di
us_an_apg_65	AN/APG-65	8	search+track	150000	radar	searchModes,search,bvrLock,velocityLock,track,illumination,acmLock,tws,gtmTrack,main	4				1	1	1	4	0	0	cf_188a_canada,fa_18a,fa_18a_raaf
us_an_apg_68_v_5	AN/APG-68	8	search+track	150000	radar	searchModes,search,bvrLock,velocityLock,track,illumination,acmLock,tws,gtmTrack,helmetDesignation,main	6				1	1	1	4	0	0	f_16c_block_40_barak_2,f_16d_block_40_barak_2,f_16d_block_40_barak_2_killstreak
su_orion	Orion	8	search	50000	radar	mode,search								4	0	0	nt_su_24m,su_24m,su_24m_china_killstreak
su_rp-5_search	RP-5 TA	8	search	15000	radar	search								4	0	0	mig-17pf_hungary,mig-17p_lim_5p,mig-19j_6a
us_mk_x	Mk.X	5	search	14000	radar	search								4	0	0	meteor_nfmk13,p-61a_1,p-61c_1
de_fug_220	FuG-220	1	search	8000	radar	search								4	0	0	bf_110g_4,bf_110g_4_hungary,do_217n_2
su_rp-5_track	RP-5 TT	8	track	6000	radar	lock,track								4	0	0	mig-17pf_hungary,mig-17p_lim_5p,mig-19j_6a
us_an_apg_33	AN/APG-33	8	track	2000	radar	lock,track								4	0	0	f-89b,f-89c_30mm,f-89c_rocket
uk_ari_5390	ARI.5390	8	search+track	330000	radar	search,lock,track								3	0	0	buccaneer_s1,buccaneer_s2,buccaneer_s2b
jp_j_apg_2	J/APG-2	8	search+track	210000	radar	searchModes,search,bvrLock,track,illumination,acmLock,tws,gtmTrack,main	4				1	1	1	3	0	0	f_2a,f_2a_adtw,f_2a_killstreak
