a_109_eoa2		1	0				1	0:ir:us_an_apr_39_v1 1:ir:ir_tracker 2:ir:us_flir
a_10a_early			0				0	0:ir:ir_tracker 1:ir:us_an_alr_69
a_10a_late			0				0	0:ir:ir_tracker 1:ir:us_an_alr_69
a_10c			0				0	0:ir:laserdesignatorsensor 1:ir:us_an_alr_69
a_129_a		1	0				0	0:ir:ir_tracker 1:ir:it_elt_156 2:ir:us_flir 3:ir:it_ralm-101
a_129_cbt		1	0				0	0:ir:ir_tracker 1:ir:it_elt_156 2:ir:us_flir 3:ir:it_ralm-101 4:ir:laserbeamridingsensor
a_129_d		1	0				0	0:ir:ir_tracker 1:ir:it_elt_156 2:ir:us_an_aar_60 3:ir:us_flir 4:ir:it_ralm-101
a_4e_early		1	0				1	0:ir:us_an_apr_25
a_4e_early_iaf		1	0				1	0:ir:us_an_apr_25
a_4e_late_iaf		1	0				1	0:ir:us_an_apr_25
a_4h		1	0				1	0:ir:us_an_apr_25
a_4n		1	0				0	0:ir:us_an_alr_45f_v
a_5c		1	0				0	0:ir:cn_kj_8602
a_6e_tram		1	0				0	0:ir:ir_tracker_tgp 1:ir:us_an_alr_67 2:ir:laserdesignatorsensor
a_7d		1	0				0	0:ir:us_an_alr_46_v
a_7e		1	0				0	0:ir:us_an_alr_45f_v
a_7e_thailand		1	0				0	0:ir:us_an_alr_45f_v
a_7k		1	0				0	0:ir:us_an_alr_46
a2d		1	1	0	us_an_aps_19	radar_dm	0	0:radar:us_an_aps_19
ah_1f			0				1	0:ir:us_an_apr_39_v1 1:ir:us_an_avr-2
ah_1f_event			0				1	0:ir:us_an_apr_39_v1 1:ir:us_an_avr-2
ah_1f_iaf			0				1	0:ir:us_an_apr_39_v1 1:ir:us_an_avr-2 2:ir:us_an_aar_47
ah_1q_iaf			0				1	0:ir:us_an_apr_39_v1
ah_1s			0				1	0:ir:us_an_apr_39_v1
ah_1s_early			0				1	0:ir:us_an_apr_39_v1
ah_1s_late			0				1	0:ir:us_an_apr_39_v1
ah_1w			0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v2 2:ir:us_flir 3:ir:us_an_aar_47a_v2_lws
ah_1w_china			0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v2 2:ir:us_flir 3:ir:us_an_aar_47a_v2_lws
ah_1z			0				1	0:ir:ir_tracker 1:ir:us_an_apr_39b_v2 2:ir:us_flir
ah_2_rooivalk			0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_56a		1	0				0	0:ir:us_flir 1:ir:laserbeamridingsensor
ah_60_iaf			0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_64a		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_64a_greece_usa		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_64a_iaf		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2 4:ir:us_an_aar_47
ah_64a_killstreak		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_64a_peten		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_64a_peten_iaf		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
ah_64d	1	1	1	0	us_an_apg_78	radar_dm	1	0:radar:us_an_apg_78 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:us_an_avr-2
ah_64d_i_saraph	1	1	1	0	us_an_apg_78	radar_dm	1	0:radar:us_an_apg_78 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:us_an_avr-2 5:ir:us_an_aar_47
ah_64d_japan	1	1	1	0	us_an_apg_78	radar_dm	1	0:radar:us_an_apg_78 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir
ah_64d_lightweight_japan		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39_v4_apr_48 2:ir:us_flir
ah_64d_netherlands		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39_v4_apr_48 2:ir:us_flir 3:ir:us_an_avr-2
ah_64e	1	1	1	0	us_an_apg_78_v6	radar_dm	1	0:radar:us_an_apg_78_v6 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:us_an_avr-2
ah_64e_britain	1	1	1	0	us_an_apg_78_v6	radar_dm	1	0:radar:us_an_apg_78_v6 1:ir:ir_tracker 2:ir:uk_sky_guardian_200d_apr_48 3:ir:us_flir 4:ir:uk_s1223
ah_64e_china	1	1	1	0	us_an_apg_78	radar_dm	1	0:radar:us_an_apg_78 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:us_an_avr-2
ah_64e_indonesia	1	1	1	0	us_an_apg_78	radar_dm	1	0:radar:us_an_apg_78 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:us_an_avr-2
ah_64e_netherlands	1	1	1	0	us_an_apg_78_v6	radar_dm	1	0:radar:us_an_apg_78_v6 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:us_an_avr-2
ah_6m			0				1	0:ir:ir_tracker_360 1:ir:us_flir 2:ir:us_an_apr_39a_v1
ah_mk1	1	1	1	0	us_an_apg_78	radar_dm	1	0:radar:us_an_apg_78 1:ir:ir_tracker 2:ir:us_an_apr_39_v4_apr_48 3:ir:us_flir 4:ir:laserbeamridingsensor
ahs		1	0				1	0:ir:ir_tracker 1:ir:us_an_apr_39a_v1 2:ir:us_flir 3:ir:us_an_avr-2
amx	1	1	1	0	il_el_m_2001b	radar_dm	0	0:radar:il_el_m_2001b 1:ir:us_an_alr_67 2:ir:laserdesignatorsensor 3:ir:ir_tracker_tgp
amx_a_1a_brazil	1	1	1	0	il_el_m_2001b	radar_dm	0	0:radar:il_el_m_2001b 1:ir:us_an_alr_67 2:ir:laserdesignatorsensor 3:ir:ir_tracker_tgp
av_8b_na		1	0				0	0:ir:us_an_alr_67 1:ir:laserdesignatorsensor
av_8b_plus	1	1	1	0	us_an_apg_65q	radar_dm	0	0:radar:us_an_apg_65q 1:ir:us_an_alr_67 2:ir:laserdesignatorsensor
av_8b_plus_italy	1	1	1	0	us_an_apg_65q	radar_dm	0	0:radar:us_an_apg_65q 1:ir:us_an_alr_67 2:ir:laserdesignatorsensor
av_8c		1	0				0	0:ir:us_an_alr_45f_v
av_8s_late_thailand		1	0				0	0:ir:uk_sky_guardian_200
av_8s_thailand		1	0				0	0:ir:uk_sky_guardian_200
b_52h		1	0				0	0:ir:us_an_alr_46_v3
b_57b_japan_killstreak			0				0	0:ir:us_an_aps_54
b_57b_killstreak			0				0	0:ir:us_an_aps_54
b_66b		1	0				0	0:ir:us_an_aps_54
b-57b			0				0	0:ir:us_an_aps_54
bf_110g_4		1	1	0	de_fug_220	radar_dm	0	0:radar:de_fug_220
bf_110g_4_hungary		1	1	0	de_fug_220	radar_dm	0	0:radar:de_fug_220
bo_105cb2			0				1	0:ir:us_an_apr_39_v1
bo_105pah1			0				1	0:ir:us_an_apr_39_v1
bo_105pah1_a1			0				1	0:ir:us_an_apr_39_v1
buccaneer_s1		1	1	1	uk_ari_5390	radar_dm	1	0:ir:us_an_apr_36 1:radar:uk_ari_5390
buccaneer_s2		1	1	1	uk_ari_5390	radar_dm	0	0:rwr:uk_ari_18228 1:radar:uk_ari_5390
buccaneer_s2b		1	1	0	uk_ari_5390	radar_dm	0	0:radar:uk_ari_5390 1:rwr:uk_ari_18228_10 2:ir:tv_tracker_tgp 3:ir:laserdesignatorsensor
cf_188a_canada	1	1	1	0	us_an_apg_65	radar_dm	0	0:radar:us_an_apg_65 1:ir:us_an_alr_67 2:ir:ir_tracker_tgp 3:ir:laserdesignatorsensor
dh_110_sea_vixen		1	1	0	uk_ai_mk18	radar_dm	1	0:radar:uk_ai_mk18 1:ir:us_an_apr_36
dji_mavic_2		1	0				0	0:ir:ir_tracker_360
do_217j_2		1	1	0	de_fug_202	radar_dm	0	0:radar:de_fug_202
do_217n_1		1	1	0	de_fug_202	radar_dm	0	0:radar:de_fug_202
do_217n_2		1	1	0	de_fug_220	radar_dm	0	0:radar:de_fug_220
ef_2000_aesa	1	1	1	0	uk_captor_ecrs_1_pirate	radar_dm	2	0:radar:uk_captor_ecrs_1_pirate 1:radar:us_harm_c_esm 2:ir:laserdesignatorsensor 3:ir:laserbeamridingsensor 4:ir:ir_tracker_tgp 5:ir:uk_praetorian_rwr
ef_2000_block_10	1	1	1	0	uk_captor_m	radar_dm	2	0:radar:uk_captor_m 1:radar:us_harm_c_esm 2:ir:laserdesignatorsensor 3:ir:laserbeamridingsensor 4:ir:optic_tracker_tgp 5:ir:uk_praetorian_rwr
ef_2000_fgr4	1	1	1	0	uk_captor_m_pirate	radar_dm	2	0:radar:uk_captor_m_pirate 1:radar:us_harm_c_esm 2:ir:laserdesignatorsensor 3:ir:laserbeamridingsensor 4:ir:ir_tracker_tgp 5:ir:uk_praetorian_rwr 6:ir:uk_praetorian_lws
ef_2000_typhoon_aesa	1	1	1	0	uk_captor_ecrs_2_pirate	radar_dm	2	0:radar:uk_captor_ecrs_2_pirate 1:radar:us_harm_c_esm 2:ir:laserdesignatorsensor 3:ir:laserbeamridingsensor 4:ir:ir_tracker_tgp 5:ir:uk_praetorian_rwr 6:ir:uk_praetorian_lws
ef_2000a	1	1	1	0	uk_captor_m_pirate	radar_dm	2	0:radar:uk_captor_m_pirate 1:radar:us_harm_c_esm 2:ir:laserdesignatorsensor 3:ir:laserbeamridingsensor 4:ir:ir_tracker_tgp 5:ir:uk_praetorian_rwr
ef_2000a_aesa	1	1	1	0	uk_captor_ecrs_2_pirate	radar_dm	2	0:radar:uk_captor_ecrs_2_pirate 1:radar:us_harm_c_esm 2:ir:laserdesignatorsensor 3:ir:laserbeamridingsensor 4:ir:ir_tracker_tgp 5:ir:uk_praetorian_rwr
etndard_4m		1	1	0	fr_draa_3d	radar_dm	0	0:radar:fr_draa_3d
f_100f_china		1	1	0	us_an_apg_30a	radar_dm	1	0:radar:us_an_apg_30a 1:ir:us_an_apr_25
f_101c		1	1	0	us_an_apg_37	radar_dm	0	0:radar:us_an_apg_37 1:ir:us_an_aps_54
f_105d_japan_killstreak	1	1	1	0	us_an_asg_19	radar_dm	1	0:radar:us_an_asg_19 1:ir:us_an_apr_25
f_105d_killstreak	1	1	1	0	us_an_asg_19	radar_dm	1	0:radar:us_an_asg_19 1:ir:us_an_apr_25
f_106a_1972	1	1	1	0	us_ma_1	radar_dm	0	0:radar:us_ma_1
f_111a		1	1	0	us_an_apq_113	radar_dm	0	0:radar:us_an_apq_113 1:ir:us_an_aps_109 2:ir:us_an_aar_32
f_111c_raaf	1	1	1	0	us_an_apq_169	radar_dm	1	0:radar:us_an_apq_169 1:ir:us_an_alr_2002_rwr 2:ir:us_an_alr_2002_mlws
f_111f	1	1	1	0	us_an_apq_169	radar_dm	1	0:radar:us_an_apq_169 1:ir:us_an_alr_2002_rwr 2:ir:us_an_alr_2002_mlws
f_111f_iaf_killstreak	1	1	1	0	us_an_apq_169	radar_dm	1	0:radar:us_an_apq_169 1:ir:us_an_alr_2002_rwr 2:ir:us_an_alr_2002_mlws
f_111f_japan_killstreak	1	1	1	0	us_an_apq_169	radar_dm	1	0:radar:us_an_apq_169 1:ir:us_an_alr_2002_rwr 2:ir:us_an_alr_2002_mlws
